abundance,acres,state,latitude,longitude
4,521490,TN  NC,35.68,-83.53
4,521490,TN  NC,35.68,-83.53
1,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
4,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
4,521490,TN  NC,35.68,-83.53
4,521490,TN  NC,35.68,-83.53
4,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
4,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
1,521490,TN  NC,35.68,-83.53
4,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
1,521490,TN  NC,35.68,-83.53
4,521490,TN  NC,35.68,-83.53
4,521490,TN  NC,35.68,-83.53
4,521490,TN  NC,35.68,-83.53
1,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
4,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
1,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
1,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
4,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
4,521490,TN  NC,35.68,-83.53
4,521490,TN  NC,35.68,-83.53
1,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
1,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
1,521490,TN  NC,35.68,-83.53
4,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
4,521490,TN  NC,35.68,-83.53
4,521490,TN  NC,35.68,-83.53
4,521490,TN  NC,35.68,-83.53
4,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
4,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
4,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
1,521490,TN  NC,35.68,-83.53
1,521490,TN  NC,35.68,-83.53
1,521490,TN  NC,35.68,-83.53
4,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
4,309995,WY,43.73,-110.8
4,309995,WY,43.73,-110.8
2,309995,WY,43.73,-110.8
4,309995,WY,43.73,-110.8
5,309995,WY,43.73,-110.8
4,309995,WY,43.73,-110.8
2,309995,WY,43.73,-110.8
5,309995,WY,43.73,-110.8
2,309995,WY,43.73,-110.8
2,309995,WY,43.73,-110.8
3,309995,WY,43.73,-110.8
4,309995,WY,43.73,-110.8
1,309995,WY,43.73,-110.8
2,309995,WY,43.73,-110.8
2,309995,WY,43.73,-110.8
4,309995,WY,43.73,-110.8
4,309995,WY,43.73,-110.8
2,309995,WY,43.73,-110.8
4,309995,WY,43.73,-110.8
2,309995,WY,43.73,-110.8
4,309995,WY,43.73,-110.8
4,309995,WY,43.73,-110.8
1,309995,WY,43.73,-110.8
4,309995,WY,43.73,-110.8
4,309995,WY,43.73,-110.8
2,309995,WY,43.73,-110.8
2,309995,WY,43.73,-110.8
5,309995,WY,43.73,-110.8
1,309995,WY,43.73,-110.8
4,309995,WY,43.73,-110.8
4,309995,WY,43.73,-110.8
4,309995,WY,43.73,-110.8
4,309995,WY,43.73,-110.8
4,309995,WY,43.73,-110.8
5,309995,WY,43.73,-110.8
5,309995,WY,43.73,-110.8
5,309995,WY,43.73,-110.8
2,309995,WY,43.73,-110.8
4,309995,WY,43.73,-110.8
4,309995,WY,43.73,-110.8
5,309995,WY,43.73,-110.8
2,309995,WY,43.73,-110.8
4,309995,WY,43.73,-110.8
4,309995,WY,43.73,-110.8
4,309995,WY,43.73,-110.8
4,309995,WY,43.73,-110.8
4,309995,WY,43.73,-110.8
5,309995,WY,43.73,-110.8
4,309995,WY,43.73,-110.8
4,309995,WY,43.73,-110.8
4,309995,WY,43.73,-110.8
2,309995,WY,43.73,-110.8
2,309995,WY,43.73,-110.8
4,29094,HI,20.72,-156.17
2,29094,HI,20.72,-156.17
2,29094,HI,20.72,-156.17
2,29094,HI,20.72,-156.17
1,29094,HI,20.72,-156.17
4,29094,HI,20.72,-156.17
4,29094,HI,20.72,-156.17
3,29094,HI,20.72,-156.17
2,29094,HI,20.72,-156.17
5,29094,HI,20.72,-156.17
4,29094,HI,20.72,-156.17
4,29094,HI,20.72,-156.17
5,29094,HI,20.72,-156.17
3,323431,HI,19.38,-155.2
3,323431,HI,19.38,-155.2
5,323431,HI,19.38,-155.2
5,323431,HI,19.38,-155.2
4,323431,HI,19.38,-155.2
1,323431,HI,19.38,-155.2
4,323431,HI,19.38,-155.2
5,323431,HI,19.38,-155.2
2,323431,HI,19.38,-155.2
5,323431,HI,19.38,-155.2
5,323431,HI,19.38,-155.2
4,323431,HI,19.38,-155.2
5,323431,HI,19.38,-155.2
4,571790,MI,48.1,-88.55
2,571790,MI,48.1,-88.55
4,571790,MI,48.1,-88.55
2,571790,MI,48.1,-88.55
3,571790,MI,48.1,-88.55
4,571790,MI,48.1,-88.55
4,571790,MI,48.1,-88.55
2,571790,MI,48.1,-88.55
4,571790,MI,48.1,-88.55
4,571790,MI,48.1,-88.55
4,789745,CA,33.79,-115.9
2,789745,CA,33.79,-115.9
4,789745,CA,33.79,-115.9
4,789745,CA,33.79,-115.9
2,789745,CA,33.79,-115.9
4,789745,CA,33.79,-115.9
2,789745,CA,33.79,-115.9
1,789745,CA,33.79,-115.9
1,789745,CA,33.79,-115.9
2,789745,CA,33.79,-115.9
2,789745,CA,33.79,-115.9
3,789745,CA,33.79,-115.9
2,789745,CA,33.79,-115.9
4,789745,CA,33.79,-115.9
4,789745,CA,33.79,-115.9
2,789745,CA,33.79,-115.9
5,789745,CA,33.79,-115.9
5,789745,CA,33.79,-115.9
4,789745,CA,33.79,-115.9
4,789745,CA,33.79,-115.9
5,789745,CA,33.79,-115.9
4,789745,CA,33.79,-115.9
2,789745,CA,33.79,-115.9
1,789745,CA,33.79,-115.9
4,789745,CA,33.79,-115.9
4,789745,CA,33.79,-115.9
4,789745,CA,33.79,-115.9
4,789745,CA,33.79,-115.9
4,789745,CA,33.79,-115.9
4,789745,CA,33.79,-115.9
5,789745,CA,33.79,-115.9
4,789745,CA,33.79,-115.9
5,789745,CA,33.79,-115.9
4,789745,CA,33.79,-115.9
2,789745,CA,33.79,-115.9
4,789745,CA,33.79,-115.9
1,789745,CA,33.79,-115.9
5,789745,CA,33.79,-115.9
3,789745,CA,33.79,-115.9
5,789745,CA,33.79,-115.9
4,789745,CA,33.79,-115.9
4,789745,CA,33.79,-115.9
4,789745,CA,33.79,-115.9
1,789745,CA,33.79,-115.9
4,3674530,AK,58.5,-155.0
4,3674530,AK,58.5,-155.0
2,3674530,AK,58.5,-155.0
2,3674530,AK,58.5,-155.0
4,3674530,AK,58.5,-155.0
1,3674530,AK,58.5,-155.0
2,3674530,AK,58.5,-155.0
2,3674530,AK,58.5,-155.0
4,669983,AK,59.92,-149.65
4,669983,AK,59.92,-149.65
2,669983,AK,59.92,-149.65
2,669983,AK,59.92,-149.65
5,669983,AK,59.92,-149.65
4,669983,AK,59.92,-149.65
4,669983,AK,59.92,-149.65
5,669983,AK,59.92,-149.65
5,669983,AK,59.92,-149.65
4,669983,AK,59.92,-149.65
2,669983,AK,59.92,-149.65
2,669983,AK,59.92,-149.65
4,669983,AK,59.92,-149.65
4,669983,AK,59.92,-149.65
4,669983,AK,59.92,-149.65
4,669983,AK,59.92,-149.65
4,669983,AK,59.92,-149.65
2,669983,AK,59.92,-149.65
4,669983,AK,59.92,-149.65
4,669983,AK,59.92,-149.65
5,1750717,AK,67.55,-159.28
5,1750717,AK,67.55,-159.28
4,1750717,AK,67.55,-159.28
1,1750717,AK,67.55,-159.28
4,2619733,AK,60.97,-153.42
4,2619733,AK,60.97,-153.42
4,2619733,AK,60.97,-153.42
4,2619733,AK,60.97,-153.42
4,2619733,AK,60.97,-153.42
4,2619733,AK,60.97,-153.42
2,2619733,AK,60.97,-153.42
3,2619733,AK,60.97,-153.42
2,2619733,AK,60.97,-153.42
2,2619733,AK,60.97,-153.42
4,2619733,AK,60.97,-153.42
4,2619733,AK,60.97,-153.42
1,2619733,AK,60.97,-153.42
1,2619733,AK,60.97,-153.42
2,2619733,AK,60.97,-153.42
4,2619733,AK,60.97,-153.42
2,2619733,AK,60.97,-153.42
3,2619733,AK,60.97,-153.42
4,2619733,AK,60.97,-153.42
4,2619733,AK,60.97,-153.42
1,106372,CA,40.49,-121.51
1,106372,CA,40.49,-121.51
1,106372,CA,40.49,-121.51
2,106372,CA,40.49,-121.51
4,106372,CA,40.49,-121.51
4,106372,CA,40.49,-121.51
2,106372,CA,40.49,-121.51
1,106372,CA,40.49,-121.51
1,106372,CA,40.49,-121.51
1,106372,CA,40.49,-121.51
1,106372,CA,40.49,-121.51
3,106372,CA,40.49,-121.51
2,106372,CA,40.49,-121.51
1,106372,CA,40.49,-121.51
1,106372,CA,40.49,-121.51
3,106372,CA,40.49,-121.51
1,106372,CA,40.49,-121.51
3,106372,CA,40.49,-121.51
2,106372,CA,40.49,-121.51
2,106372,CA,40.49,-121.51
4,106372,CA,40.49,-121.51
2,106372,CA,40.49,-121.51
2,106372,CA,40.49,-121.51
4,106372,CA,40.49,-121.51
4,106372,CA,40.49,-121.51
1,106372,CA,40.49,-121.51
4,106372,CA,40.49,-121.51
4,106372,CA,40.49,-121.51
3,106372,CA,40.49,-121.51
2,106372,CA,40.49,-121.51
2,106372,CA,40.49,-121.51
3,106372,CA,40.49,-121.51
2,106372,CA,40.49,-121.51
4,106372,CA,40.49,-121.51
4,106372,CA,40.49,-121.51
1,106372,CA,40.49,-121.51
1,106372,CA,40.49,-121.51
5,106372,CA,40.49,-121.51
2,106372,CA,40.49,-121.51
4,106372,CA,40.49,-121.51
4,106372,CA,40.49,-121.51
2,106372,CA,40.49,-121.51
2,106372,CA,40.49,-121.51
2,106372,CA,40.49,-121.51
4,106372,CA,40.49,-121.51
4,106372,CA,40.49,-121.51
4,106372,CA,40.49,-121.51
2,106372,CA,40.49,-121.51
2,106372,CA,40.49,-121.51
2,106372,CA,40.49,-121.51
4,106372,CA,40.49,-121.51
4,106372,CA,40.49,-121.51
3,106372,CA,40.49,-121.51
1,106372,CA,40.49,-121.51
5,52830,KY,37.18,-86.1
2,52830,KY,37.18,-86.1
4,52830,KY,37.18,-86.1
1,52830,KY,37.18,-86.1
1,52830,KY,37.18,-86.1
4,52830,KY,37.18,-86.1
1,52830,KY,37.18,-86.1
3,52830,KY,37.18,-86.1
1,52830,KY,37.18,-86.1
4,52830,KY,37.18,-86.1
2,52830,KY,37.18,-86.1
4,52830,KY,37.18,-86.1
3,52830,KY,37.18,-86.1
4,52830,KY,37.18,-86.1
3,52830,KY,37.18,-86.1
3,52830,KY,37.18,-86.1
2,52830,KY,37.18,-86.1
1,52830,KY,37.18,-86.1
2,52830,KY,37.18,-86.1
4,52830,KY,37.18,-86.1
2,52830,KY,37.18,-86.1
1,52830,KY,37.18,-86.1
4,52830,KY,37.18,-86.1
4,52830,KY,37.18,-86.1
4,52830,KY,37.18,-86.1
2,52830,KY,37.18,-86.1
2,52830,KY,37.18,-86.1
2,52830,KY,37.18,-86.1
2,52830,KY,37.18,-86.1
2,52830,KY,37.18,-86.1
4,52830,KY,37.18,-86.1
1,52830,KY,37.18,-86.1
3,52830,KY,37.18,-86.1
2,52830,KY,37.18,-86.1
4,52830,KY,37.18,-86.1
4,52830,KY,37.18,-86.1
1,52830,KY,37.18,-86.1
2,52830,KY,37.18,-86.1
4,52830,KY,37.18,-86.1
1,52830,KY,37.18,-86.1
2,52830,KY,37.18,-86.1
2,52830,KY,37.18,-86.1
2,52830,KY,37.18,-86.1
2,52830,KY,37.18,-86.1
4,52122,CO,37.18,-108.49
4,52122,CO,37.18,-108.49
4,52122,CO,37.18,-108.49
4,52122,CO,37.18,-108.49
2,52122,CO,37.18,-108.49
4,52122,CO,37.18,-108.49
4,52122,CO,37.18,-108.49
2,52122,CO,37.18,-108.49
2,52122,CO,37.18,-108.49
2,52122,CO,37.18,-108.49
1,52122,CO,37.18,-108.49
1,52122,CO,37.18,-108.49
4,52122,CO,37.18,-108.49
4,52122,CO,37.18,-108.49
4,52122,CO,37.18,-108.49
4,52122,CO,37.18,-108.49
5,52122,CO,37.18,-108.49
4,52122,CO,37.18,-108.49
2,52122,CO,37.18,-108.49
5,52122,CO,37.18,-108.49
1,52122,CO,37.18,-108.49
4,52122,CO,37.18,-108.49
1,52122,CO,37.18,-108.49
2,52122,CO,37.18,-108.49
1,52122,CO,37.18,-108.49
2,52122,CO,37.18,-108.49
4,52122,CO,37.18,-108.49
4,52122,CO,37.18,-108.49
1,52122,CO,37.18,-108.49
4,235625,WA,46.85,-121.75
5,235625,WA,46.85,-121.75
5,235625,WA,46.85,-121.75
2,235625,WA,46.85,-121.75
4,235625,WA,46.85,-121.75
4,235625,WA,46.85,-121.75
2,235625,WA,46.85,-121.75
1,235625,WA,46.85,-121.75
1,235625,WA,46.85,-121.75
2,235625,WA,46.85,-121.75
1,235625,WA,46.85,-121.75
2,235625,WA,46.85,-121.75
2,235625,WA,46.85,-121.75
2,235625,WA,46.85,-121.75
1,235625,WA,46.85,-121.75
4,235625,WA,46.85,-121.75
4,235625,WA,46.85,-121.75
2,235625,WA,46.85,-121.75
4,235625,WA,46.85,-121.75
1,235625,WA,46.85,-121.75
2,235625,WA,46.85,-121.75
1,235625,WA,46.85,-121.75
4,235625,WA,46.85,-121.75
1,235625,WA,46.85,-121.75
1,235625,WA,46.85,-121.75
1,235625,WA,46.85,-121.75
1,235625,WA,46.85,-121.75
4,235625,WA,46.85,-121.75
4,235625,WA,46.85,-121.75
4,235625,WA,46.85,-121.75
1,235625,WA,46.85,-121.75
2,235625,WA,46.85,-121.75
2,235625,WA,46.85,-121.75
4,235625,WA,46.85,-121.75
2,235625,WA,46.85,-121.75
5,235625,WA,46.85,-121.75
4,235625,WA,46.85,-121.75
4,235625,WA,46.85,-121.75
1,235625,WA,46.85,-121.75
4,235625,WA,46.85,-121.75
4,235625,WA,46.85,-121.75
4,235625,WA,46.85,-121.75
5,235625,WA,46.85,-121.75
5,235625,WA,46.85,-121.75
5,235625,WA,46.85,-121.75
2,235625,WA,46.85,-121.75
4,235625,WA,46.85,-121.75
2,235625,WA,46.85,-121.75
4,235625,WA,46.85,-121.75
4,235625,WA,46.85,-121.75
4,235625,WA,46.85,-121.75
2,504781,WA,48.7,-121.2
1,504781,WA,48.7,-121.2
1,504781,WA,48.7,-121.2
4,504781,WA,48.7,-121.2
1,504781,WA,48.7,-121.2
3,504781,WA,48.7,-121.2
1,504781,WA,48.7,-121.2
2,504781,WA,48.7,-121.2
2,504781,WA,48.7,-121.2
1,504781,WA,48.7,-121.2
2,504781,WA,48.7,-121.2
4,504781,WA,48.7,-121.2
4,504781,WA,48.7,-121.2
3,504781,WA,48.7,-121.2
4,504781,WA,48.7,-121.2
4,504781,WA,48.7,-121.2
1,504781,WA,48.7,-121.2
2,504781,WA,48.7,-121.2
2,504781,WA,48.7,-121.2
4,504781,WA,48.7,-121.2
1,504781,WA,48.7,-121.2
4,504781,WA,48.7,-121.2
2,504781,WA,48.7,-121.2
4,504781,WA,48.7,-121.2
1,504781,WA,48.7,-121.2
2,504781,WA,48.7,-121.2
2,504781,WA,48.7,-121.2
1,504781,WA,48.7,-121.2
2,504781,WA,48.7,-121.2
2,504781,WA,48.7,-121.2
4,504781,WA,48.7,-121.2
5,504781,WA,48.7,-121.2
2,504781,WA,48.7,-121.2
1,504781,WA,48.7,-121.2
4,504781,WA,48.7,-121.2
2,504781,WA,48.7,-121.2
2,504781,WA,48.7,-121.2
2,504781,WA,48.7,-121.2
4,504781,WA,48.7,-121.2
4,504781,WA,48.7,-121.2
2,504781,WA,48.7,-121.2
1,504781,WA,48.7,-121.2
2,504781,WA,48.7,-121.2
4,504781,WA,48.7,-121.2
4,504781,WA,48.7,-121.2
4,504781,WA,48.7,-121.2
4,504781,WA,48.7,-121.2
2,504781,WA,48.7,-121.2
4,922651,WA,47.97,-123.5
5,922651,WA,47.97,-123.5
4,922651,WA,47.97,-123.5
4,922651,WA,47.97,-123.5
3,922651,WA,47.97,-123.5
4,922651,WA,47.97,-123.5
4,922651,WA,47.97,-123.5
2,922651,WA,47.97,-123.5
4,922651,WA,47.97,-123.5
4,922651,WA,47.97,-123.5
2,922651,WA,47.97,-123.5
4,922651,WA,47.97,-123.5
2,922651,WA,47.97,-123.5
4,922651,WA,47.97,-123.5
2,922651,WA,47.97,-123.5
1,922651,WA,47.97,-123.5
2,922651,WA,47.97,-123.5
2,922651,WA,47.97,-123.5
1,922651,WA,47.97,-123.5
4,922651,WA,47.97,-123.5
4,922651,WA,47.97,-123.5
4,922651,WA,47.97,-123.5
2,922651,WA,47.97,-123.5
2,922651,WA,47.97,-123.5
2,922651,WA,47.97,-123.5
2,922651,WA,47.97,-123.5
2,922651,WA,47.97,-123.5
2,922651,WA,47.97,-123.5
4,922651,WA,47.97,-123.5
2,922651,WA,47.97,-123.5
4,922651,WA,47.97,-123.5
4,922651,WA,47.97,-123.5
4,922651,WA,47.97,-123.5
2,922651,WA,47.97,-123.5
4,922651,WA,47.97,-123.5
2,922651,WA,47.97,-123.5
4,922651,WA,47.97,-123.5
4,922651,WA,47.97,-123.5
2,922651,WA,47.97,-123.5
2,922651,WA,47.97,-123.5
5,922651,WA,47.97,-123.5
4,922651,WA,47.97,-123.5
2,922651,WA,47.97,-123.5
4,922651,WA,47.97,-123.5
2,922651,WA,47.97,-123.5
2,922651,WA,47.97,-123.5
2,922651,WA,47.97,-123.5
2,922651,WA,47.97,-123.5
4,922651,WA,47.97,-123.5
4,922651,WA,47.97,-123.5
4,922651,WA,47.97,-123.5
4,922651,WA,47.97,-123.5
4,922651,WA,47.97,-123.5
2,922651,WA,47.97,-123.5
1,922651,WA,47.97,-123.5
4,922651,WA,47.97,-123.5
2,922651,WA,47.97,-123.5
4,922651,WA,47.97,-123.5
4,922651,WA,47.97,-123.5
4,922651,WA,47.97,-123.5
4,922651,WA,47.97,-123.5
4,922651,WA,47.97,-123.5
4,922651,WA,47.97,-123.5
2,922651,WA,47.97,-123.5
3,93533,AZ,35.07,-109.78
3,93533,AZ,35.07,-109.78
3,26606,CA,36.48,-121.16
3,26606,CA,36.48,-121.16
5,26606,CA,36.48,-121.16
5,26606,CA,36.48,-121.16
5,26606,CA,36.48,-121.16
2,26606,CA,36.48,-121.16
3,26606,CA,36.48,-121.16
2,26606,CA,36.48,-121.16
2,26606,CA,36.48,-121.16
4,26606,CA,36.48,-121.16
1,26606,CA,36.48,-121.16
1,26606,CA,36.48,-121.16
4,26606,CA,36.48,-121.16
4,26606,CA,36.48,-121.16
5,26606,CA,36.48,-121.16
4,26606,CA,36.48,-121.16
4,26606,CA,36.48,-121.16
5,26606,CA,36.48,-121.16
2,26606,CA,36.48,-121.16
2,26606,CA,36.48,-121.16
4,26606,CA,36.48,-121.16
4,26606,CA,36.48,-121.16
4,26606,CA,36.48,-121.16
4,26606,CA,36.48,-121.16
4,26606,CA,36.48,-121.16
5,26606,CA,36.48,-121.16
5,26606,CA,36.48,-121.16
2,26606,CA,36.48,-121.16
5,26606,CA,36.48,-121.16
4,26606,CA,36.48,-121.16
4,26606,CA,36.48,-121.16
4,26606,CA,36.48,-121.16
2,26606,CA,36.48,-121.16
4,26606,CA,36.48,-121.16
5,26606,CA,36.48,-121.16
5,26606,CA,36.48,-121.16
4,26606,CA,36.48,-121.16
5,26606,CA,36.48,-121.16
5,26606,CA,36.48,-121.16
4,26606,CA,36.48,-121.16
4,26606,CA,36.48,-121.16
2,26606,CA,36.48,-121.16
2,26606,CA,36.48,-121.16
2,26606,CA,36.48,-121.16
2,26606,CA,36.48,-121.16
5,26606,CA,36.48,-121.16
4,26606,CA,36.48,-121.16
2,26606,CA,36.48,-121.16
2,26606,CA,36.48,-121.16
4,112512,CA,41.3,-124.0
5,112512,CA,41.3,-124.0
4,112512,CA,41.3,-124.0
2,112512,CA,41.3,-124.0
4,112512,CA,41.3,-124.0
2,112512,CA,41.3,-124.0
4,112512,CA,41.3,-124.0
2,112512,CA,41.3,-124.0
4,112512,CA,41.3,-124.0
2,112512,CA,41.3,-124.0
2,112512,CA,41.3,-124.0
2,112512,CA,41.3,-124.0
2,112512,CA,41.3,-124.0
2,112512,CA,41.3,-124.0
4,112512,CA,41.3,-124.0
4,112512,CA,41.3,-124.0
2,112512,CA,41.3,-124.0
4,112512,CA,41.3,-124.0
2,112512,CA,41.3,-124.0
4,112512,CA,41.3,-124.0
4,112512,CA,41.3,-124.0
3,112512,CA,41.3,-124.0
3,112512,CA,41.3,-124.0
3,112512,CA,41.3,-124.0
3,112512,CA,41.3,-124.0
3,112512,CA,41.3,-124.0
1,112512,CA,41.3,-124.0
2,112512,CA,41.3,-124.0
3,112512,CA,41.3,-124.0
3,112512,CA,41.3,-124.0
3,112512,CA,41.3,-124.0
3,112512,CA,41.3,-124.0
3,112512,CA,41.3,-124.0
4,112512,CA,41.3,-124.0
3,112512,CA,41.3,-124.0
3,112512,CA,41.3,-124.0
3,112512,CA,41.3,-124.0
4,112512,CA,41.3,-124.0
3,112512,CA,41.3,-124.0
3,112512,CA,41.3,-124.0
4,112512,CA,41.3,-124.0
4,112512,CA,41.3,-124.0
2,112512,CA,41.3,-124.0
4,112512,CA,41.3,-124.0
2,112512,CA,41.3,-124.0
4,112512,CA,41.3,-124.0
4,112512,CA,41.3,-124.0
4,112512,CA,41.3,-124.0
2,112512,CA,41.3,-124.0
4,112512,CA,41.3,-124.0
2,112512,CA,41.3,-124.0
2,112512,CA,41.3,-124.0
4,112512,CA,41.3,-124.0
4,112512,CA,41.3,-124.0
2,112512,CA,41.3,-124.0
4,112512,CA,41.3,-124.0
4,112512,CA,41.3,-124.0
3,265828,CO,40.4,-105.58
4,265828,CO,40.4,-105.58
2,265828,CO,40.4,-105.58
5,265828,CO,40.4,-105.58
4,265828,CO,40.4,-105.58
3,265828,CO,40.4,-105.58
4,265828,CO,40.4,-105.58
4,265828,CO,40.4,-105.58
1,265828,CO,40.4,-105.58
4,265828,CO,40.4,-105.58
3,265828,CO,40.4,-105.58
2,265828,CO,40.4,-105.58
2,265828,CO,40.4,-105.58
2,265828,CO,40.4,-105.58
4,265828,CO,40.4,-105.58
1,265828,CO,40.4,-105.58
2,265828,CO,40.4,-105.58
4,265828,CO,40.4,-105.58
1,265828,CO,40.4,-105.58
2,265828,CO,40.4,-105.58
4,265828,CO,40.4,-105.58
2,265828,CO,40.4,-105.58
4,265828,CO,40.4,-105.58
2,265828,CO,40.4,-105.58
2,265828,CO,40.4,-105.58
5,265828,CO,40.4,-105.58
4,265828,CO,40.4,-105.58
2,265828,CO,40.4,-105.58
4,265828,CO,40.4,-105.58
4,265828,CO,40.4,-105.58
2,265828,CO,40.4,-105.58
1,265828,CO,40.4,-105.58
4,265828,CO,40.4,-105.58
4,265828,CO,40.4,-105.58
4,265828,CO,40.4,-105.58
4,265828,CO,40.4,-105.58
4,265828,CO,40.4,-105.58
1,265828,CO,40.4,-105.58
1,865952,CA,36.43,-118.68
1,865952,CA,36.43,-118.68
4,865952,CA,36.43,-118.68
1,865952,CA,36.43,-118.68
2,865952,CA,36.43,-118.68
2,865952,CA,36.43,-118.68
2,865952,CA,36.43,-118.68
2,865952,CA,36.43,-118.68
1,865952,CA,36.43,-118.68
2,865952,CA,36.43,-118.68
2,865952,CA,36.43,-118.68
1,865952,CA,36.43,-118.68
2,865952,CA,36.43,-118.68
2,865952,CA,36.43,-118.68
1,865952,CA,36.43,-118.68
2,865952,CA,36.43,-118.68
2,865952,CA,36.43,-118.68
4,865952,CA,36.43,-118.68
2,865952,CA,36.43,-118.68
5,865952,CA,36.43,-118.68
2,865952,CA,36.43,-118.68
5,865952,CA,36.43,-118.68
2,865952,CA,36.43,-118.68
1,865952,CA,36.43,-118.68
2,865952,CA,36.43,-118.68
4,865952,CA,36.43,-118.68
4,865952,CA,36.43,-118.68
1,865952,CA,36.43,-118.68
2,865952,CA,36.43,-118.68
2,865952,CA,36.43,-118.68
2,865952,CA,36.43,-118.68
2,865952,CA,36.43,-118.68
4,865952,CA,36.43,-118.68
2,865952,CA,36.43,-118.68
1,865952,CA,36.43,-118.68
1,865952,CA,36.43,-118.68
2,865952,CA,36.43,-118.68
2,865952,CA,36.43,-118.68
4,865952,CA,36.43,-118.68
2,865952,CA,36.43,-118.68
2,865952,CA,36.43,-118.68
2,865952,CA,36.43,-118.68
5,865952,CA,36.43,-118.68
2,865952,CA,36.43,-118.68
2,865952,CA,36.43,-118.68
4,865952,CA,36.43,-118.68
4,865952,CA,36.43,-118.68
2,865952,CA,36.43,-118.68
4,865952,CA,36.43,-118.68
2,865952,CA,36.43,-118.68
1,865952,CA,36.43,-118.68
2,865952,CA,36.43,-118.68
1,865952,CA,36.43,-118.68
4,865952,CA,36.43,-118.68
4,865952,CA,36.43,-118.68
2,865952,CA,36.43,-118.68
2,865952,CA,36.43,-118.68
4,865952,CA,36.43,-118.68
2,865952,CA,36.43,-118.68
4,865952,CA,36.43,-118.68
2,865952,CA,36.43,-118.68
4,865952,CA,36.43,-118.68
4,865952,CA,36.43,-118.68
1,865952,CA,36.43,-118.68
4,865952,CA,36.43,-118.68
4,865952,CA,36.43,-118.68
2,865952,CA,36.43,-118.68
2,865952,CA,36.43,-118.68
2,865952,CA,36.43,-118.68
2,865952,CA,36.43,-118.68
2,865952,CA,36.43,-118.68
4,199045,VA,38.53,-78.35
5,199045,VA,38.53,-78.35
2,199045,VA,38.53,-78.35
2,199045,VA,38.53,-78.35
2,199045,VA,38.53,-78.35
2,199045,VA,38.53,-78.35
4,199045,VA,38.53,-78.35
2,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
2,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
2,199045,VA,38.53,-78.35
4,199045,VA,38.53,-78.35
4,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
4,199045,VA,38.53,-78.35
2,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
4,199045,VA,38.53,-78.35
4,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
4,199045,VA,38.53,-78.35
2,199045,VA,38.53,-78.35
4,199045,VA,38.53,-78.35
4,199045,VA,38.53,-78.35
2,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
2,199045,VA,38.53,-78.35
4,199045,VA,38.53,-78.35
5,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
5,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
2,199045,VA,38.53,-78.35
2,199045,VA,38.53,-78.35
4,70447,ND,46.97,-103.45
4,70447,ND,46.97,-103.45
4,70447,ND,46.97,-103.45
1,70447,ND,46.97,-103.45
5,70447,ND,46.97,-103.45
4,70447,ND,46.97,-103.45
4,70447,ND,46.97,-103.45
4,70447,ND,46.97,-103.45
4,70447,ND,46.97,-103.45
2,70447,ND,46.97,-103.45
4,70447,ND,46.97,-103.45
4,70447,ND,46.97,-103.45
4,70447,ND,46.97,-103.45
4,70447,ND,46.97,-103.45
4,70447,ND,46.97,-103.45
4,70447,ND,46.97,-103.45
2,70447,ND,46.97,-103.45
4,70447,ND,46.97,-103.45
